Episode,Character,Line
All the Presidents' Heads,Queen," You mean Andamooka Opal? Why, it's th' most precious gem in all th'— [Farnsworth raises his cane]"
All the Presidents' Heads,Bender, Yes! Three rubbers on the hob!
All the Presidents' Heads,Queen, Stop him! He crowned me in th' knickers an' nicked me crown!
All the Presidents' Heads,Smitty, Freeze or we'll be forced to continue chasing you since we don't carry guns!
All the Presidents' Heads,URL, Indubitably.
All the Presidents' Heads,Leela, We've got to go back in toime an' set things straight! 'Urry up an' lick Washin'ton's 'ead again!
All the Presidents' Heads,Bender, We can't! There's no George Washington nor any other Presidents.
All the Presidents' Heads,Fry, [pointing somewhere] Wot about this bloke?  'e's from Revolutionary times.
All the Presidents' Heads,Farnsworth, Farnsworth!
All the Presidents' Heads,David Farsnworth's head," Hey! Yer the plaunkers wot candlesticked me! Well, ah showed you! Ah killed George Washin'ton an' now I'm married to one of the Spice Girls! Don't rightly know which one."
All the Presidents' Heads,Farnsworth," Bender, fetch me that powdered opal!"
All the Presidents' Heads,Farnsworth, It's time to restore dignity to the Farnsworth name!
All the Presidents' Heads,Fry," [speaking in his normal voice] There. That time, I left both lanterns in place."
All the Presidents' Heads,Farnsworth," [speaking in his normal voice] And I hit Farnsworth much, much harder. Eh, perhaps too hard."
All the Presidents' Heads,Leela, [speaking in her normal voice] Look! All the Presidents are back! Even John Tyler!
All the Presidents' Heads,John Tyler's head, That's the first time anyone's spoken to me in twelve-hundred years.
All the Presidents' Heads,Farnsworth," Yes, from Chester A. Arthur to Chester Z. Arthur, they're all here. Our republic and the Farnsworth family name are saved. [walks away] And no one will ever know."
All the Presidents' Heads,,
Cold Warriors,,
Cold Warriors,Yancy Fry Sr," Double time, soldier. [Yancy Fry Sr points at the shack, which has a US flag on it, with his left hand.] I want this ice-fishin' operation up and runnin' by oh-eight-hundred hours."
Cold Warriors,Fry," It's too cold, Dad. My teen region is freezing off."
Cold Warriors,Yancy Fry Sr," You dunno what cold is. [Fry reaches Yancy Fry Sr. Yancy Fry Sr uncrosses his arms, turns to his left, and resumes walking.] I once survived an entire week trapped in a Swiss glacier, eatin' nothin' but frozen Neanderthal. [Yancy Fry Sr turns to Fry.] To this day, I can't stand the taste of early hominid."
Cold Warriors,Fry, Let's just get inside the shack.
Cold Warriors,Yancy Fry Sr," Hold, maggot!"
Cold Warriors,Fry, Ow!
Cold Warriors,Yancy Fry Sr," Remember the code o' the ice! Thick an' blue, tried an' true. Thin an' crispy, way too risky."
Cold Warriors,Fry," Shows what you know. [Fry turns forward and resumes walking.] Crispy doesn't even rhyme with risky. [Fry falls through the ice, screams, and resurfaces.] Help! I'm drowning!"
Cold Warriors,Yancy Fry Sr," [calm] Don't worry, son. [Fry resurfaces.] You'll freeze before you drown."
Cold Warriors,Fry, I love ice fishing.
Cold Warriors,Farnsworth," I shouldn't be out in this cold. I 'ave no protective fat, hair, or warm blood. I'm not even legally a mammal."
Cold Warriors,Fry," Pfff! [Fry points at Professor Farnsworth with his right hand.] You dunno what cold is. [Fry turns away from Professor Farnsworth. Amy, Fry, Hermes, Zoidberg, Professor Farnsworth, and Leela resume walking.] I was frozen for a thousand years."
Cold Warriors,Bender, You were?! Uh. [Bender resumes walking.] Learn somethin' dumb every day.
Cold Warriors,Paper-hatted salesman, Live bait!
Cold Warriors,Paper-hatted salesman," Get your live bait here. [The paper-hatted salesman turns to his right. The box is opened by three tentacles. The three tentacles grab the paper-hatted salesman and pull him inside the box, but leave his hat outside.] Whoa! [The box is closed. The paper-hatted salesman's hat falls on the box. The box is opened again.] [off camera] Fresh-killed bait!"
Cold Warriors,Amy," Can we get inside the shack? [Amy removes her hands from her waist, revealing her belly button to be showing.] I'm wearing a belly parka!"
Cold Warriors,Leela," If I understand ice fishing, and I'm pretty sure I don't, we'll need to laser-blast a hole in the ice."
Cold Warriors,Fry," No. No crazy technology. [Fry grabs a cutting tool with his left hand.] Here. Bender, use your immense Robot strength to drill a hole the old-fashioned way."
Cold Warriors,Bender, I don't see any irony in that.
Cold Warriors,Fry, And... Woilà [sic]!
Cold Warriors,Fry, Everybody's ice-fishing! [Fry looks around.] How come nobody's ice-fishing?
Cold Warriors,Bender, Hot-cocoa break.
Cold Warriors,Fry," Cocoa is for yodelling babies. [Fry grabs a can labelled LÖBRAU BEER with his left hand.] If you're sober, it isn't ice fishing."
Cold Warriors,Fry," Mom, what's my temperature?"
Cold Warriors,Mrs. Fry, Fifty. Forty-five. [Fry looks around.] Forty. It's all over! [Fry shrieks. Mrs. Fry is watching football on television.] Woo! [Mrs. Fry raises her arms and then puts them back down.] Down at the 35!
Cold Warriors,Fry, I'm really sick.
Cold Warriors,Mrs. Fry," Huh? [Mrs. Fry turns to Fry.] Oh, sorry. [Mrs. Fry looks at the thermometer.] [bored] Hundred-an'-nine. [happy] We'll check again at half-time."
Cold Warriors,Yancy Fry Sr," You home from school, you traitor?"
Cold Warriors,Fry, I fell through the ice! [Fry sits up.] Cut me some slack!
Cold Warriors,Yancy Fry Sr, Nobody cut me any slack when I broke my spine. [Yancy Fry Sr points at his spine with his right thumb twice.] Didn't even take a day off o' work. [Yancy Fry Sr crosses his arms again.] Lotta people depend on you when you sell trampolines door to door.
Cold Warriors,Yancy Fry Jr," Here's your homework, ya lucky knob."
Cold Warriors,Fry," And, with a little more luck from my seven-leaf clover, I might get sick enough to miss the whole semester."
Cold Warriors,Yancy Fry Jr," Hey, give me that!"
Cold Warriors,Fry, Ooh.
Cold Warriors,Yancy Fry Jr, Come on.
Cold Warriors,Fry, No.
Cold Warriors,Yancy Fry Jr," Give it to me, ya faker!"
Cold Warriors,Fry," No. You're not gettin'— [Yancy Fry Jr jumps at Fry, making him and a guinea pig in a cage on the bedside table fall on the floor. Yancy Fry Jr pushes against Fry's chin.] Ow! My underbite!"
Cold Warriors,Yancy Fry Sr," [off camera] Come on, Yancy! [on camera] Your brother's sick! [Yancy Fry Sr points at Fry with his right hand.] You'll never have a better chance to take 'im out."
Cold Warriors,Fry, Dad! [Yancy Fry Jr grunts as he pushes Fry's face against the floor. There is a flyer reading NERD SEARCH '88 SCIENCE COMPETITION.] Nerd Search '88? [Fry turns to his left.] What's this?
Cold Warriors,Yancy Fry Jr, Some stupid science contest for smart wads. [Yancy Fry Jr crosses his arms.] NASA's gonna pick one kid's experiment to launch into space.
Cold Warriors,Fry, I can make a space experiment. [Fry turns to his left.] I just got a new thing o' glitter!
Cold Warriors,Yancy Fry Sr," I'm not sure science is your thing, seein' how that chimp at the zoo tricked you outta your allowance."
Cold Warriors,Fry," [angry] Yeah, well, I'll show you. [Fry points at Yancy Fry Sr with his left hand.] [sad] And Mr. Bananas. [back to normal] Anyway, I've got nothin' better to do while I'm sick in bed. Wait. That's it! I'll make a space experiment about the common cold! [Fry looks around.] Where's that contest flyer?"
Cold Warriors,Yancy Fry Sr," You're holdin' it, genius."
Cold Warriors,Fry," Oh, good."
Cold Warriors,Fry, [sad] I feel awful. [happy] But it was worth it to catch an' kill this baby fish.
Cold Warriors,Amy, Shmeez! [Fry turns to Amy.] What's with the shmiffling?
Cold Warriors,Fry, It's nothing. [Fry scratches his nose with his right hand and sniffs.] Just a common cold.
Cold Warriors,Zoidberg, Wha?
Cold Warriors,Bender, It's a common uh?
Cold Warriors,Hermes, Wha?
Cold Warriors,Leela, What the hell's a common cold?
Cold Warriors,Bender," Is it valuable? Could it be taken from you if you were, say... [Bender lifts up a tube with his right hand and hits his left hand with it.] Unconscious?"
Cold Warriors,Farnsworth," A common— [Professor Farnsworth walks up to the conference table and puts his hands on it.] A common cold?! No! [Professor Farnsworth looks up.] [extendedly] No! [Professor Farnsworth looks forward.] [back to normal] Ever since Fry first came to us, I've lived in mortal terror that this would happen!"
Cold Warriors,Leela, I never heard you mention that.
Cold Warriors,Farnsworth," [calm] Oh, I try to act cool, but inside I'm [stressed] freaking out!"
Cold Warriors,Fry, It's just a cold! [Fry sneezes aggressively.] What's the big deal?
Cold Warriors,Smitty, This is the police. [The camera begins zooming in on URL and Smitty.] An unknown pathogen 'as been detected on these premises. [The camera stops zooming in on URL and Smitty.] Come out with your hands— [Smitty looks confused.] I mean... Stay in with your hands up!
Cold Warriors,URL, You are hereby quarantined until such time as it is deemed safe to enter and shoot your asses.
Cold Warriors,Farnsworth," Eh, now, now. [Professor Farnsworth turns to the others.] Let's not all panic at once. We'll have to take shifts. [Professor Farnsworth turns to Hermes.] Hermes, you'll take the first six hours."
Cold Warriors,Hermes, Very well.
Cold Warriors,Farnsworth, [off camera] Louder! [The camera zooms in on Hermes' face. Hermes screams louder.] [screaming] Louder! [The camera zooms in on Hermes' face. Hermes screams louder.] [back to normal] Crybaby.
Cold Warriors,Fry," Look  I just 'ave a common [screaming] cold! [Fry turns to the male CDC scientist and then to the conference table.] It'll be gone as fast as I can sneeze, hurl, and squirt it out."
Cold Warriors,Farnsworth," No, it won't! [Amy, Bender, Zoidberg, Leela, Professor Farnsworth, and Hermes hide on the side of the table that is opposite to Fry.] The common cold died out five-hundred years ago. And, subsequently, Humanity lost all resistance to its ravages. But the virus survived in you... [Professor Farnsworth points at Fry with his left hand.] [off camera] Frozen for a thousand years."
Cold Warriors,Fry, Huh. [Fry turns to his right.] So it was hiding deep down inside o' me? Like my skeleton bones?
Cold Warriors,Leela," Give it to us straight, Professor. How incredibly deadly is it?"
Cold Warriors,Farnsworth, [worried] We don't know. [Professor Farnsworth shrugs.] It could kill millions or nobody. I suppose it might even bring a few people back to life! [happy] Anything is possible in science.
Cold Warriors,Amy," Oh, no! [Amy turns to her left.] I've got it too! [Bender, Zoidberg, Leela, Professor Farnsworth, and Hermes hide on the side of the table that is opposite to Fry and Amy.] My nose is all gunked up with blork!"
Cold Warriors,Hermes, And I've got a hankerin' for a useless remedy created by a schoolteacher.
Cold Warriors,Zoidberg, Uh-oh. I think I'm getting swollen glands.
Cold Warriors,Amy, [extendedly] Ew!
Cold Warriors,Hermes, [extendedly] Oh!
Cold Warriors,Farnsworth," [extendedly, off camera] Oh!"
Cold Warriors,Leela, Screw the quarantine! I'm outta here!
Cold Warriors,Female CDC scientist, Initiate containment procedure.
Cold Warriors,Leela, Ah! [The male CDC scientist hits Leela again.] Ow! [The male CDC scientist hits Leela again.] Oh!
Cold Warriors,Male CDC scientist, G'wan now.
Cold Warriors,Farnsworth," Now I'm sick! [Leela stops walking backwards. Professor Farnsworth turns to Fry.] I shudder to think what this cold will do to me. Yesterday, I was nearly killed by a tight hat!"
Cold Warriors,Bender, I'd be remiss if I didn't rub your goopy noses in the fact that I'm immune.
Cold Warriors,Farnsworth, Which is why we'll all be counting on you and you alone to nurse us through this catastrophe.
Cold Warriors,Bender," Why, God? [Bender raises both his hands.] Why 'ave I been singled out?"
Cold Warriors,Fry, Everyone just calm down and make yourself a tissue walrus.
